------------------------------------------------------------------------------------
Date: 2/9/2026 -- 21:10:37 (uptime: 0d, 00h 00m 08s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
decoder.ethernet                              | Total                     | 293
decoder.tcp                                   | Total                     | 12
decoder.udp                                   | Total                     | 52
decoder.icmpv6                                | Total                     | 18
decoder.avg_pkt_size                          | Total                     | 126
decoder.max_pkt_size                          | Total                     | 239
flow.tcp                                      | Total                     | 12
flow.udp                                      | Total                     | 18
flow.icmpv6                                   | Total                     | 8
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 1
decoder.event.ipv6.zero_len_padn              | Total                     | 9
flow.wrk.flows_evicted                        | Total                     | 6
detect.alert                                  | Total                     | 24
app_layer.flow.failed_udp                     | Total                     | 18
flow.mgr.full_hash_pass                       | Total                     | 20
flow.spare                                    | Total                     | 9926
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 44
flow.mgr.flows_notimeout                      | Total                     | 18
flow.mgr.flows_timeout                        | Total                     | 26
flow.mgr.flows_evicted                        | Total                     | 26
tcp.memuse                                    | Total                     | 606208
tcp.reassembly_memuse                         | Total                     | 98304
flow.memuse                                   | Total                     | 7474304
capture.kernel_packets                        | W#01-eth0                 | 293
decoder.pkts                                  | W#01-eth0                 | 293
decoder.bytes                                 | W#01-eth0                 | 37016
decoder.ipv4                                  | W#01-eth0                 | 30
decoder.ipv6                                  | W#01-eth0                 | 52
decoder.ethernet                              | W#01-eth0                 | 293
decoder.tcp                                   | W#01-eth0                 | 12
decoder.udp                                   | W#01-eth0                 | 52
decoder.icmpv6                                | W#01-eth0                 | 18
decoder.avg_pkt_size                          | W#01-eth0                 | 126
decoder.max_pkt_size                          | W#01-eth0                 | 239
flow.tcp                                      | W#01-eth0                 | 12
flow.udp                                      | W#01-eth0                 | 18
flow.icmpv6                                   | W#01-eth0                 | 8
flow.wrk.spare_sync_avg                       | W#01-eth0                 | 100
flow.wrk.spare_sync                           | W#01-eth0                 | 1
decoder.event.ipv6.zero_len_padn              | W#01-eth0                 | 9
flow.wrk.flows_evicted                        | W#01-eth0                 | 6
detect.alert                                  | W#01-eth0                 | 24
app_layer.flow.failed_udp                     | W#01-eth0                 | 18
flow.mgr.full_hash_pass                       | FM#01                     | 20
flow.spare                                    | FM#01                     | 9926
flow.mgr.rows_maxlen                          | FM#01                     | 1
flow.mgr.flows_checked                        | FM#01                     | 44
flow.mgr.flows_notimeout                      | FM#01                     | 18
flow.mgr.flows_timeout                        | FM#01                     | 26
flow.mgr.flows_evicted                        | FM#01                     | 26
tcp.memuse                                    | Global                    | 606208
tcp.reassembly_memuse                         | Global                    | 98304
flow.memuse                                   | Global                    | 7474304
------------------------------------------------------------------------------------
Date: 2/9/2026 -- 21:36:37 (uptime: 0d, 00h 26m 08s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 293
decoder.pkts                                  | Total                     | 293
decoder.bytes                                 | Total                     | 37016
decoder.ipv4                                  | Total                     | 30
decoder.ipv6                                  | Total                     | 52
decoder.ethernet                              | Total                     | 293
decoder.tcp                                   | Total                     | 12
decoder.udp                                   | Total                     | 52
decoder.icmpv6                                | Total                     | 18
decoder.avg_pkt_size                          | Total                     | 126
decoder.max_pkt_size                          | Total                     | 239
flow.tcp                                      | Total                     | 12
flow.udp                                      | Total                     | 18
flow.icmpv6                                   | Total                     | 8
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 1
decoder.event.ipv6.zero_len_padn              | Total                     | 9
flow.wrk.flows_evicted                        | Total                     | 6
detect.alert                                  | Total                     | 24
app_layer.flow.failed_udp                     | Total                     | 18
flow.mgr.full_hash_pass                       | Total                     | 20
flow.spare                                    | Total                     | 9926
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 44
flow.mgr.flows_notimeout                      | Total                     | 18
flow.mgr.flows_timeout                        | Total                     | 26
flow.mgr.flows_evicted                        | Total                     | 26
tcp.memuse                                    | Total                     | 606208
tcp.reassembly_memuse                         | Total                     | 98304
flow.memuse                                   | Total                     | 7474304
capture.kernel_packets                        | W#01-eth0                 | 293
decoder.pkts                                  | W#01-eth0                 | 293
decoder.bytes                                 | W#01-eth0                 | 37016
decoder.ipv4                                  | W#01-eth0                 | 30
decoder.ipv6                                  | W#01-eth0                 | 52
decoder.ethernet                              | W#01-eth0                 | 293
decoder.tcp                                   | W#01-eth0                 | 12
decoder.udp                                   | W#01-eth0                 | 52
decoder.icmpv6                                | W#01-eth0                 | 18
decoder.avg_pkt_size                          | W#01-eth0                 | 126
decoder.max_pkt_size                          | W#01-eth0                 | 239
flow.tcp                                      | W#01-eth0                 | 12
flow.udp                                      | W#01-eth0                 | 18
flow.icmpv6                                   | W#01-eth0                 | 8
flow.wrk.spare_sync_avg                       | W#01-eth0                 | 100
flow.wrk.spare_sync                           | W#01-eth0                 | 1
decoder.event.ipv6.zero_len_padn              | W#01-eth0                 | 9
flow.wrk.flows_evicted                        | W#01-eth0                 | 6
detect.alert                                  | W#01-eth0                 | 24
app_layer.flow.failed_udp                     | W#01-eth0                 | 18
flow.mgr.full_hash_pass                       | FM#01                     | 20
flow.spare                                    | FM#01                     | 9926
flow.mgr.rows_maxlen                          | FM#01                     | 1
flow.mgr.flows_checked                        | FM#01                     | 44
flow.mgr.flows_notimeout                      | FM#01                     | 18
flow.mgr.flows_timeout                        | FM#01                     | 26
flow.mgr.flows_evicted                        | FM#01                     | 26
tcp.memuse                                    | Global                    | 606208
tcp.reassembly_memuse                         | Global                    | 98304
flow.memuse                                   | Global                    | 7474304
------------------------------------------------------------------------------------
Date: 2/9/2026 -- 21:36:45 (uptime: 0d, 00h 26m 16s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 293
decoder.pkts                                  | Total                     | 293
decoder.bytes                                 | Total                     | 37016
decoder.ipv4                                  | Total                     | 30
decoder.ipv6                                  | Total                     | 52
decoder.ethernet                              | Total                     | 293
decoder.tcp                                   | Total                     | 12
decoder.udp                                   | Total                     | 52
decoder.icmpv6                                | Total                     | 18
decoder.avg_pkt_size                          | Total                     | 126
decoder.max_pkt_size                          | Total                     | 239
flow.tcp                                      | Total                     | 12
flow.udp                                      | Total                     | 18
flow.icmpv6                                   | Total                     | 8
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 1
decoder.event.ipv6.zero_len_padn              | Total                     | 9
flow.wrk.flows_evicted                        | Total                     | 6
detect.alert                                  | Total                     | 24
app_layer.flow.failed_udp                     | Total                     | 18
flow.mgr.full_hash_pass                       | Total                     | 20
flow.spare                                    | Total                     | 9926
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 45
flow.mgr.flows_notimeout                      | Total                     | 19
flow.mgr.flows_timeout                        | Total                     | 26
flow.mgr.flows_evicted                        | Total                     | 26
tcp.memuse                                    | Total                     | 606208
tcp.reassembly_memuse                         | Total                     | 98304
flow.memuse                                   | Total                     | 7474304
capture.kernel_packets                        | W#01-eth0                 | 293
decoder.pkts                                  | W#01-eth0                 | 293
decoder.bytes                                 | W#01-eth0                 | 37016
decoder.ipv4                                  | W#01-eth0                 | 30
decoder.ipv6                                  | W#01-eth0                 | 52
decoder.ethernet                              | W#01-eth0                 | 293
decoder.tcp                                   | W#01-eth0                 | 12
decoder.udp                                   | W#01-eth0                 | 52
decoder.icmpv6                                | W#01-eth0                 | 18
decoder.avg_pkt_size                          | W#01-eth0                 | 126
decoder.max_pkt_size                          | W#01-eth0                 | 239
flow.tcp                                      | W#01-eth0                 | 12
flow.udp                                      | W#01-eth0                 | 18
flow.icmpv6                                   | W#01-eth0                 | 8
flow.wrk.spare_sync_avg                       | W#01-eth0                 | 100
flow.wrk.spare_sync                           | W#01-eth0                 | 1
decoder.event.ipv6.zero_len_padn              | W#01-eth0                 | 9
flow.wrk.flows_evicted                        | W#01-eth0                 | 6
detect.alert                                  | W#01-eth0                 | 24
app_layer.flow.failed_udp                     | W#01-eth0                 | 18
flow.mgr.full_hash_pass                       | FM#01                     | 20
flow.spare                                    | FM#01                     | 9926
flow.mgr.rows_maxlen                          | FM#01                     | 1
flow.mgr.flows_checked                        | FM#01                     | 45
flow.mgr.flows_notimeout                      | FM#01                     | 19
flow.mgr.flows_timeout                        | FM#01                     | 26
flow.mgr.flows_evicted                        | FM#01                     | 26
tcp.memuse                                    | Global                    | 606208
tcp.reassembly_memuse                         | Global                    | 98304
flow.memuse                                   | Global                    | 7474304
------------------------------------------------------------------------------------
Date: 2/9/2026 -- 21:36:53 (uptime: 0d, 00h 26m 24s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 293
decoder.pkts                                  | Total                     | 293
decoder.bytes                                 | Total                     | 37016
decoder.ipv4                                  | Total                     | 30
decoder.ipv6                                  | Total                     | 52
decoder.ethernet                              | Total                     | 293
decoder.tcp                                   | Total                     | 12
decoder.udp                                   | Total                     | 52
decoder.icmpv6                                | Total                     | 18
decoder.avg_pkt_size                          | Total                     | 126
decoder.max_pkt_size                          | Total                     | 239
flow.tcp                                      | Total                     | 12
flow.udp                                      | Total                     | 18
flow.icmpv6                                   | Total                     | 8
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 1
decoder.event.ipv6.zero_len_padn              | Total                     | 9
flow.wrk.flows_evicted                        | Total                     | 6
detect.alert                                  | Total                     | 24
app_layer.flow.failed_udp                     | Total                     | 18
flow.mgr.full_hash_pass                       | Total                     | 20
flow.spare                                    | Total                     | 9927
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 46
flow.mgr.flows_notimeout                      | Total                     | 19
flow.mgr.flows_timeout                        | Total                     | 27
flow.mgr.flows_evicted                        | Total                     | 27
tcp.memuse                                    | Total                     | 606208
tcp.reassembly_memuse                         | Total                     | 98304
flow.memuse                                   | Total                     | 7474304
capture.kernel_packets                        | W#01-eth0                 | 293
decoder.pkts                                  | W#01-eth0                 | 293
decoder.bytes                                 | W#01-eth0                 | 37016
decoder.ipv4                                  | W#01-eth0                 | 30
decoder.ipv6                                  | W#01-eth0                 | 52
decoder.ethernet                              | W#01-eth0                 | 293
decoder.tcp                                   | W#01-eth0                 | 12
decoder.udp                                   | W#01-eth0                 | 52
decoder.icmpv6                                | W#01-eth0                 | 18
decoder.avg_pkt_size                          | W#01-eth0                 | 126
decoder.max_pkt_size                          | W#01-eth0                 | 239
flow.tcp                                      | W#01-eth0                 | 12
flow.udp                                      | W#01-eth0                 | 18
flow.icmpv6                                   | W#01-eth0                 | 8
flow.wrk.spare_sync_avg                       | W#01-eth0                 | 100
flow.wrk.spare_sync                           | W#01-eth0                 | 1
decoder.event.ipv6.zero_len_padn              | W#01-eth0                 | 9
flow.wrk.flows_evicted                        | W#01-eth0                 | 6
detect.alert                                  | W#01-eth0                 | 24
app_layer.flow.failed_udp                     | W#01-eth0                 | 18
flow.mgr.full_hash_pass                       | FM#01                     | 20
flow.spare                                    | FM#01                     | 9927
flow.mgr.rows_maxlen                          | FM#01                     | 1
flow.mgr.flows_checked                        | FM#01                     | 46
flow.mgr.flows_notimeout                      | FM#01                     | 19
flow.mgr.flows_timeout                        | FM#01                     | 27
flow.mgr.flows_evicted                        | FM#01                     | 27
tcp.memuse                                    | Global                    | 606208
tcp.reassembly_memuse                         | Global                    | 98304
flow.memuse                                   | Global                    | 7474304
------------------------------------------------------------------------------------
Date: 2/9/2026 -- 21:37:01 (uptime: 0d, 00h 26m 32s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 293
decoder.pkts                                  | Total                     | 293
decoder.bytes                                 | Total                     | 37016
decoder.ipv4                                  | Total                     | 30
decoder.ipv6                                  | Total                     | 52
decoder.ethernet                              | Total                     | 293
decoder.tcp                                   | Total                     | 12
decoder.udp                                   | Total                     | 52
decoder.icmpv6                                | Total                     | 18
decoder.avg_pkt_size                          | Total                     | 126
decoder.max_pkt_size                          | Total                     | 239
flow.tcp                                      | Total                     | 12
flow.udp                                      | Total                     | 18
flow.icmpv6                                   | Total                     | 8
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 1
decoder.event.ipv6.zero_len_padn              | Total                     | 9
flow.wrk.flows_evicted                        | Total                     | 6
detect.alert                                  | Total                     | 24
app_layer.flow.failed_udp                     | Total                     | 18
flow.mgr.full_hash_pass                       | Total                     | 20
flow.spare                                    | Total                     | 9927
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 46
flow.mgr.flows_notimeout                      | Total                     | 19
flow.mgr.flows_timeout                        | Total                     | 27
flow.mgr.flows_evicted                        | Total                     | 27
tcp.memuse                                    | Total                     | 606208
tcp.reassembly_memuse                         | Total                     | 98304
flow.memuse                                   | Total                     | 7474304
capture.kernel_packets                        | W#01-eth0                 | 293
decoder.pkts                                  | W#01-eth0                 | 293
decoder.bytes                                 | W#01-eth0                 | 37016
decoder.ipv4                                  | W#01-eth0                 | 30
decoder.ipv6                                  | W#01-eth0                 | 52
decoder.ethernet                              | W#01-eth0                 | 293
decoder.tcp                                   | W#01-eth0                 | 12
decoder.udp                                   | W#01-eth0                 | 52
decoder.icmpv6                                | W#01-eth0                 | 18
decoder.avg_pkt_size                          | W#01-eth0                 | 126
decoder.max_pkt_size                          | W#01-eth0                 | 239
flow.tcp                                      | W#01-eth0                 | 12
flow.udp                                      | W#01-eth0                 | 18
flow.icmpv6                                   | W#01-eth0                 | 8
flow.wrk.spare_sync_avg                       | W#01-eth0                 | 100
flow.wrk.spare_sync                           | W#01-eth0                 | 1
decoder.event.ipv6.zero_len_padn              | W#01-eth0                 | 9
flow.wrk.flows_evicted                        | W#01-eth0                 | 6
detect.alert                                  | W#01-eth0                 | 24
app_layer.flow.failed_udp                     | W#01-eth0                 | 18
flow.mgr.full_hash_pass                       | FM#01                     | 20
flow.spare                                    | FM#01                     | 9927
flow.mgr.rows_maxlen                          | FM#01                     | 1
flow.mgr.flows_checked                        | FM#01                     | 46
flow.mgr.flows_notimeout                      | FM#01                     | 19
flow.mgr.flows_timeout                        | FM#01                     | 27
flow.mgr.flows_evicted                        | FM#01                     | 27
tcp.memuse                                    | Global                    | 606208
tcp.reassembly_memuse                         | Global                    | 98304
flow.memuse                                   | Global                    | 7474304
------------------------------------------------------------------------------------
Date: 2/9/2026 -- 21:37:09 (uptime: 0d, 00h 26m 40s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 293
decoder.pkts                                  | Total                     | 293
decoder.bytes                                 | Total                     | 37016
decoder.ipv4                                  | Total                     | 30
decoder.ipv6                                  | Total                     | 52
decoder.ethernet                              | Total                     | 293
decoder.tcp                                   | Total                     | 12
decoder.udp                                   | Total                     | 52
decoder.icmpv6                                | Total                     | 18
decoder.avg_pkt_size                          | Total                     | 126
decoder.max_pkt_size                          | Total                     | 239
flow.tcp                                      | Total                     | 12
flow.udp                                      | Total                     | 18
flow.icmpv6                                   | Total                     | 8
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 1
decoder.event.ipv6.zero_len_padn              | Total                     | 9
flow.wrk.flows_evicted                        | Total                     | 6
detect.alert                                  | Total                     | 24
app_layer.flow.failed_udp                     | Total                     | 18
flow.mgr.full_hash_pass                       | Total                     | 20
flow.spare                                    | Total                     | 9927
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 46
flow.mgr.flows_notimeout                      | Total                     | 19
flow.mgr.flows_timeout                        | Total                     | 27
flow.mgr.flows_evicted                        | Total                     | 27
tcp.memuse                                    | Total                     | 606208
tcp.reassembly_memuse                         | Total                     | 98304
flow.memuse                                   | Total                     | 7474304
capture.kernel_packets                        | W#01-eth0                 | 293
decoder.pkts                                  | W#01-eth0                 | 293
decoder.bytes                                 | W#01-eth0                 | 37016
decoder.ipv4                                  | W#01-eth0                 | 30
decoder.ipv6                                  | W#01-eth0                 | 52
decoder.ethernet                              | W#01-eth0                 | 293
decoder.tcp                                   | W#01-eth0                 | 12
decoder.udp                                   | W#01-eth0                 | 52
decoder.icmpv6                                | W#01-eth0                 | 18
decoder.avg_pkt_size                          | W#01-eth0                 | 126
decoder.max_pkt_size                          | W#01-eth0                 | 239
flow.tcp                                      | W#01-eth0                 | 12
flow.udp                                      | W#01-eth0                 | 18
flow.icmpv6                                   | W#01-eth0                 | 8
flow.wrk.spare_sync_avg                       | W#01-eth0                 | 100
flow.wrk.spare_sync                           | W#01-eth0                 | 1
decoder.event.ipv6.zero_len_padn              | W#01-eth0                 | 9
flow.wrk.flows_evicted                        | W#01-eth0                 | 6
detect.alert                                  | W#01-eth0                 | 24
app_layer.flow.failed_udp                     | W#01-eth0                 | 18
flow.mgr.full_hash_pass                       | FM#01                     | 20
flow.spare                                    | FM#01                     | 9927
flow.mgr.rows_maxlen                          | FM#01                     | 1
flow.mgr.flows_checked                        | FM#01                     | 46
flow.mgr.flows_notimeout                      | FM#01                     | 19
flow.mgr.flows_timeout                        | FM#01                     | 27
flow.mgr.flows_evicted                        | FM#01                     | 27
tcp.memuse                                    | Global                    | 606208
tcp.reassembly_memuse                         | Global                    | 98304
flow.memuse                                   | Global                    | 7474304
------------------------------------------------------------------------------------
Date: 2/9/2026 -- 21:37:17 (uptime: 0d, 00h 26m 48s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 293
decoder.pkts                                  | Total                     | 293
decoder.bytes                                 | Total                     | 37016
decoder.ipv4                                  | Total                     | 30
decoder.ipv6                                  | Total                     | 52
decoder.ethernet                              | Total                     | 293
decoder.tcp                                   | Total                     | 12
decoder.udp                                   | Total                     | 52
decoder.icmpv6                                | Total                     | 18
decoder.avg_pkt_size                          | Total                     | 126
decoder.max_pkt_size                          | Total                     | 239
flow.tcp                                      | Total                     | 12
flow.udp                                      | Total                     | 18
flow.icmpv6                                   | Total                     | 8
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 1
decoder.event.ipv6.zero_len_padn              | Total                     | 9
flow.wrk.flows_evicted                        | Total                     | 6
detect.alert                                  | Total                     | 24
app_layer.flow.failed_udp                     | Total                     | 18
flow.mgr.full_hash_pass                       | Total                     | 21
flow.spare                                    | Total                     | 9927
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 46
flow.mgr.flows_notimeout                      | Total                     | 19
flow.mgr.flows_timeout                        | Total                     | 27
flow.mgr.flows_evicted                        | Total                     | 27
tcp.memuse                                    | Total                     | 606208
tcp.reassembly_memuse                         | Total                     | 98304
flow.memuse                                   | Total                     | 7474304
capture.kernel_packets                        | W#01-eth0                 | 293
decoder.pkts                                  | W#01-eth0                 | 293
decoder.bytes                                 | W#01-eth0                 | 37016
decoder.ipv4                                  | W#01-eth0                 | 30
decoder.ipv6                                  | W#01-eth0                 | 52
decoder.ethernet                              | W#01-eth0                 | 293
decoder.tcp                                   | W#01-eth0                 | 12
decoder.udp                                   | W#01-eth0                 | 52
decoder.icmpv6                                | W#01-eth0                 | 18
decoder.avg_pkt_size                          | W#01-eth0                 | 126
decoder.max_pkt_size                          | W#01-eth0                 | 239
flow.tcp                                      | W#01-eth0                 | 12
flow.udp                                      | W#01-eth0                 | 18
flow.icmpv6                                   | W#01-eth0                 | 8
flow.wrk.spare_sync_avg                       | W#01-eth0                 | 100
flow.wrk.spare_sync                           | W#01-eth0                 | 1
decoder.event.ipv6.zero_len_padn              | W#01-eth0                 | 9
flow.wrk.flows_evicted                        | W#01-eth0                 | 6
detect.alert                                  | W#01-eth0                 | 24
app_layer.flow.failed_udp                     | W#01-eth0                 | 18
flow.mgr.full_hash_pass                       | FM#01                     | 21
flow.spare                                    | FM#01                     | 9927
flow.mgr.rows_maxlen                          | FM#01                     | 1
flow.mgr.flows_checked                        | FM#01                     | 46
flow.mgr.flows_notimeout                      | FM#01                     | 19
flow.mgr.flows_timeout                        | FM#01                     | 27
flow.mgr.flows_evicted                        | FM#01                     | 27
tcp.memuse                                    | Global                    | 606208
tcp.reassembly_memuse                         | Global                    | 98304
flow.memuse                                   | Global                    | 7474304
------------------------------------------------------------------------------------
Date: 2/9/2026 -- 21:37:25 (uptime: 0d, 00h 26m 56s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 293
decoder.pkts                                  | Total                     | 293
decoder.bytes                                 | Total                     | 37016
decoder.ipv4                                  | Total                     | 30
decoder.ipv6                                  | Total                     | 52
decoder.ethernet                              | Total                     | 293
decoder.tcp                                   | Total                     | 12
decoder.udp                                   | Total                     | 52
decoder.icmpv6                                | Total                     | 18
decoder.avg_pkt_size                          | Total                     | 126
decoder.max_pkt_size                          | Total                     | 239
flow.tcp                                      | Total                     | 12
flow.udp                                      | Total                     | 18
flow.icmpv6                                   | Total                     | 8
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 1
decoder.event.ipv6.zero_len_padn              | Total                     | 9
flow.wrk.flows_evicted                        | Total                     | 6
detect.alert                                  | Total                     | 24
app_layer.flow.failed_udp                     | Total                     | 18
flow.mgr.full_hash_pass                       | Total                     | 21
flow.spare                                    | Total                     | 9927
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 46
flow.mgr.flows_notimeout                      | Total                     | 19
flow.mgr.flows_timeout                        | Total                     | 27
flow.mgr.flows_evicted                        | Total                     | 27
tcp.memuse                                    | Total                     | 606208
tcp.reassembly_memuse                         | Total                     | 98304
flow.memuse                                   | Total                     | 7474304
capture.kernel_packets                        | W#01-eth0                 | 293
decoder.pkts                                  | W#01-eth0                 | 293
decoder.bytes                                 | W#01-eth0                 | 37016
decoder.ipv4                                  | W#01-eth0                 | 30
decoder.ipv6                                  | W#01-eth0                 | 52
decoder.ethernet                              | W#01-eth0                 | 293
decoder.tcp                                   | W#01-eth0                 | 12
decoder.udp                                   | W#01-eth0                 | 52
decoder.icmpv6                                | W#01-eth0                 | 18
decoder.avg_pkt_size                          | W#01-eth0                 | 126
decoder.max_pkt_size                          | W#01-eth0                 | 239
flow.tcp                                      | W#01-eth0                 | 12
flow.udp                                      | W#01-eth0                 | 18
flow.icmpv6                                   | W#01-eth0                 | 8
flow.wrk.spare_sync_avg                       | W#01-eth0                 | 100
flow.wrk.spare_sync                           | W#01-eth0                 | 1
decoder.event.ipv6.zero_len_padn              | W#01-eth0                 | 9
flow.wrk.flows_evicted                        | W#01-eth0                 | 6
detect.alert                                  | W#01-eth0                 | 24
app_layer.flow.failed_udp                     | W#01-eth0                 | 18
flow.mgr.full_hash_pass                       | FM#01                     | 21
flow.spare                                    | FM#01                     | 9927
flow.mgr.rows_maxlen                          | FM#01                     | 1
flow.mgr.flows_checked                        | FM#01                     | 46
flow.mgr.flows_notimeout                      | FM#01                     | 19
flow.mgr.flows_timeout                        | FM#01                     | 27
flow.mgr.flows_evicted                        | FM#01                     | 27
tcp.memuse                                    | Global                    | 606208
tcp.reassembly_memuse                         | Global                    | 98304
flow.memuse                                   | Global                    | 7474304
------------------------------------------------------------------------------------
Date: 2/9/2026 -- 21:37:33 (uptime: 0d, 00h 27m 04s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 293
decoder.pkts                                  | Total                     | 293
decoder.bytes                                 | Total                     | 37016
decoder.ipv4                                  | Total                     | 30
decoder.ipv6                                  | Total                     | 52
decoder.ethernet                              | Total                     | 293
decoder.tcp                                   | Total                     | 12
decoder.udp                                   | Total                     | 52
decoder.icmpv6                                | Total                     | 18
decoder.avg_pkt_size                          | Total                     | 126
decoder.max_pkt_size                          | Total                     | 239
flow.tcp                                      | Total                     | 12
flow.udp                                      | Total                     | 18
flow.icmpv6                                   | Total                     | 8
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 1
decoder.event.ipv6.zero_len_padn              | Total                     | 9
flow.wrk.flows_evicted                        | Total                     | 6
detect.alert                                  | Total                     | 24
app_layer.flow.failed_udp                     | Total                     | 18
flow.mgr.full_hash_pass                       | Total                     | 21
flow.spare                                    | Total                     | 9927
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 46
flow.mgr.flows_notimeout                      | Total                     | 19
flow.mgr.flows_timeout                        | Total                     | 27
flow.mgr.flows_evicted                        | Total                     | 27
tcp.memuse                                    | Total                     | 606208
tcp.reassembly_memuse                         | Total                     | 98304
flow.memuse                                   | Total                     | 7474304
capture.kernel_packets                        | W#01-eth0                 | 293
decoder.pkts                                  | W#01-eth0                 | 293
decoder.bytes                                 | W#01-eth0                 | 37016
decoder.ipv4                                  | W#01-eth0                 | 30
decoder.ipv6                                  | W#01-eth0                 | 52
decoder.ethernet                              | W#01-eth0                 | 293
decoder.tcp                                   | W#01-eth0                 | 12
decoder.udp                                   | W#01-eth0                 | 52
decoder.icmpv6                                | W#01-eth0                 | 18
decoder.avg_pkt_size                          | W#01-eth0                 | 126
decoder.max_pkt_size                          | W#01-eth0                 | 239
flow.tcp                                      | W#01-eth0                 | 12
flow.udp                                      | W#01-eth0                 | 18
flow.icmpv6                                   | W#01-eth0                 | 8
flow.wrk.spare_sync_avg                       | W#01-eth0                 | 100
flow.wrk.spare_sync                           | W#01-eth0                 | 1
decoder.event.ipv6.zero_len_padn              | W#01-eth0                 | 9
flow.wrk.flows_evicted                        | W#01-eth0                 | 6
detect.alert                                  | W#01-eth0                 | 24
app_layer.flow.failed_udp                     | W#01-eth0                 | 18
flow.mgr.full_hash_pass                       | FM#01                     | 21
flow.spare                                    | FM#01                     | 9927
